user_id,experiment_id,group,enter_time,experiment_version
U001041,EXP_FINISH_PAGE_001,control,2026-06-06 12:00:00,v1
U001042,EXP_FINISH_PAGE_001,treatment,2026-06-05 10:00:00,v1
U001043,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001044,EXP_FINISH_PAGE_001,control,2026-06-05 17:00:00,v1
U001045,EXP_FINISH_PAGE_001,treatment,2026-05-25 13:00:00,v1
U001046,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001047,EXP_FINISH_PAGE_001,control,2026-05-17 19:00:00,v1
U001048,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001049,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001050,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001051,EXP_FINISH_PAGE_001,control,2026-06-12 08:00:00,v1
U001052,EXP_FINISH_PAGE_001,control,2026-06-05 10:00:00,v1
U001053,EXP_FINISH_PAGE_001,treatment,2026-05-23 10:00:00,v1
U001054,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001055,EXP_FINISH_PAGE_001,treatment,2026-06-01 17:00:00,v1
U001056,EXP_FINISH_PAGE_001,control,2026-05-18 12:00:00,v1
U001057,EXP_FINISH_PAGE_001,control,2026-06-02 18:00:00,v1
U001058,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001059,EXP_FINISH_PAGE_001,treatment,2026-05-24 13:00:00,v1
U001060,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001061,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001062,EXP_FINISH_PAGE_001,control,2026-06-09 21:00:00,v1
U001063,EXP_FINISH_PAGE_001,control,2026-05-19 21:00:00,v1
U001064,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001065,EXP_FINISH_PAGE_001,control,2026-05-29 18:00:00,v1
U001066,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001067,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001068,EXP_FINISH_PAGE_001,treatment,2026-06-05 17:00:00,v1
U001069,EXP_FINISH_PAGE_001,control,2026-06-21 12:00:00,v1
U001070,EXP_FINISH_PAGE_001,treatment,2026-06-15 20:00:00,v1
U001071,EXP_FINISH_PAGE_001,treatment,2026-05-23 20:00:00,v1
U001072,EXP_FINISH_PAGE_001,control,2026-06-25 09:00:00,v1
U001073,EXP_FINISH_PAGE_001,treatment,2026-06-02 17:00:00,v1
U001074,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001075,EXP_FINISH_PAGE_001,treatment,2026-05-18 15:00:00,v1
U001076,EXP_FINISH_PAGE_001,control,2026-06-10 10:00:00,v1
U001077,EXP_FINISH_PAGE_001,treatment,2026-06-15 12:00:00,v1
U001078,EXP_FINISH_PAGE_001,treatment,2026-05-25 10:00:00,v1
U001079,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001080,EXP_FINISH_PAGE_001,control,2026-06-14 11:00:00,v1
U001081,EXP_FINISH_PAGE_001,treatment,2026-05-25 11:00:00,v1
U001082,EXP_FINISH_PAGE_001,control,2026-05-23 21:00:00,v1
U001083,EXP_FINISH_PAGE_001,treatment,2026-05-18 13:00:00,v1
U001084,EXP_FINISH_PAGE_001,control,2026-05-15 19:00:00,v1
U001085,EXP_FINISH_PAGE_001,treatment,2026-05-26 16:00:00,v1
U001086,EXP_FINISH_PAGE_001,control,2026-06-27 11:00:00,v1
U001087,EXP_FINISH_PAGE_001,treatment,2026-05-25 10:00:00,v1
U001088,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001089,EXP_FINISH_PAGE_001,treatment,2026-06-06 18:00:00,v1
U001090,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001091,EXP_FINISH_PAGE_001,control,2026-06-16 20:00:00,v1
U001092,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001093,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001094,EXP_FINISH_PAGE_001,control,2026-06-04 08:00:00,v1
U001095,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001096,EXP_FINISH_PAGE_001,control,2026-06-06 08:00:00,v1
U001097,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001098,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001099,EXP_FINISH_PAGE_001,control,2026-05-27 09:00:00,v1
U001100,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001101,EXP_FINISH_PAGE_001,treatment,2026-06-09 19:00:00,v1
U001102,EXP_FINISH_PAGE_001,treatment,2026-05-29 19:00:00,v1
U001103,EXP_FINISH_PAGE_001,treatment,2026-06-28 14:00:00,v1
U001104,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001105,EXP_FINISH_PAGE_001,control,2026-05-30 20:00:00,v1
U001106,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001107,EXP_FINISH_PAGE_001,control,2026-06-17 14:00:00,v1
U001108,EXP_FINISH_PAGE_001,treatment,2026-06-25 20:00:00,v1
U001109,EXP_FINISH_PAGE_001,treatment,2026-06-05 12:00:00,v1
U001110,EXP_FINISH_PAGE_001,control,2026-06-02 14:00:00,v1
U001111,EXP_FINISH_PAGE_001,control,2026-06-18 08:00:00,v1
U001112,EXP_FINISH_PAGE_001,control,2026-05-30 18:00:00,v1
U001113,EXP_FINISH_PAGE_001,treatment,2026-06-11 18:00:00,v1
U001114,EXP_FINISH_PAGE_001,control,2026-06-16 21:00:00,v1
U001115,EXP_FINISH_PAGE_001,treatment,2026-05-16 18:00:00,v1
U001116,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001117,EXP_FINISH_PAGE_001,control,2026-05-17 12:00:00,v1
U001118,EXP_FINISH_PAGE_001,treatment,2026-06-25 15:00:00,v1
U001119,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001120,EXP_FINISH_PAGE_001,control,2026-05-22 18:00:00,v1
U001121,EXP_FINISH_PAGE_001,control,2026-05-30 18:00:00,v1
U001122,EXP_FINISH_PAGE_001,control,2026-05-19 13:00:00,v1
U001123,EXP_FINISH_PAGE_001,treatment,2026-06-26 16:00:00,v1
U001124,EXP_FINISH_PAGE_001,control,2026-05-31 20:00:00,v1
U001125,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001126,EXP_FINISH_PAGE_001,control,2026-05-24 21:00:00,v1
U001127,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001128,EXP_FINISH_PAGE_001,control,2026-06-11 11:00:00,v1
U001129,EXP_FINISH_PAGE_001,treatment,2026-06-13 11:00:00,v1
U001130,EXP_FINISH_PAGE_001,control,2026-06-25 13:00:00,v1
U001131,EXP_FINISH_PAGE_001,control,2026-06-20 15:00:00,v1
U001132,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001133,EXP_FINISH_PAGE_001,control,2026-06-26 10:00:00,v1
U001134,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001135,EXP_FINISH_PAGE_001,treatment,2026-05-28 11:00:00,v1
U001136,EXP_FINISH_PAGE_001,treatment,2026-06-29 11:00:00,v1
U001137,EXP_FINISH_PAGE_001,treatment,2026-06-27 13:00:00,v1
U001138,EXP_FINISH_PAGE_001,control,2026-05-24 10:00:00,v1
U001139,EXP_FINISH_PAGE_001,control,2026-06-10 18:00:00,v1
U001140,EXP_FINISH_PAGE_001,treatment,2026-06-23 08:00:00,v1
U001141,EXP_FINISH_PAGE_001,treatment,2026-05-19 15:00:00,v1
U001142,EXP_FINISH_PAGE_001,control,2026-05-20 18:00:00,v1
U001143,EXP_FINISH_PAGE_001,control,2026-06-27 13:00:00,v1
U001144,EXP_FINISH_PAGE_001,treatment,2026-06-05 13:00:00,v1
U001145,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001146,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001147,EXP_FINISH_PAGE_001,control,2026-05-29 10:00:00,v1
U001148,EXP_FINISH_PAGE_001,control,2026-05-31 16:00:00,v1
U001149,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001150,EXP_FINISH_PAGE_001,control,2026-06-08 16:00:00,v1
U001151,EXP_FINISH_PAGE_001,treatment,2026-06-16 20:00:00,v1
U001152,EXP_FINISH_PAGE_001,control,2026-05-15 10:00:00,v1
U001153,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001154,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001155,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001156,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001157,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001158,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001159,EXP_FINISH_PAGE_001,treatment,2026-06-03 16:00:00,v1
U001160,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001161,EXP_FINISH_PAGE_001,treatment,2026-05-21 12:00:00,v1
U001162,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001163,EXP_FINISH_PAGE_001,treatment,2026-06-11 09:00:00,v1
U001164,EXP_FINISH_PAGE_001,treatment,2026-05-16 10:00:00,v1
U001165,EXP_FINISH_PAGE_001,treatment,2026-06-06 08:00:00,v1
U001166,EXP_FINISH_PAGE_001,control,2026-05-19 16:00:00,v1
U001167,EXP_FINISH_PAGE_001,control,2026-06-22 17:00:00,v1
U001168,EXP_FINISH_PAGE_001,control,2026-06-21 16:00:00,v1
U001169,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001170,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001171,EXP_FINISH_PAGE_001,treatment,2026-06-23 16:00:00,v1
U001172,EXP_FINISH_PAGE_001,treatment,2026-06-02 13:00:00,v1
U001173,EXP_FINISH_PAGE_001,control,2026-05-29 19:00:00,v1
U001174,EXP_FINISH_PAGE_001,control,2026-06-09 08:00:00,v1
U001175,EXP_FINISH_PAGE_001,treatment,2026-06-29 11:00:00,v1
U001176,EXP_FINISH_PAGE_001,treatment,2026-05-24 17:00:00,v1
U001177,EXP_FINISH_PAGE_001,treatment,2026-05-24 09:00:00,v1
U001178,EXP_FINISH_PAGE_001,treatment,2026-06-06 14:00:00,v1
U001179,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001180,EXP_FINISH_PAGE_001,treatment,2026-06-11 18:00:00,v1
U001181,EXP_FINISH_PAGE_001,treatment,2026-06-01 11:00:00,v1
U001182,EXP_FINISH_PAGE_001,treatment,2026-05-15 18:00:00,v1
U001183,EXP_FINISH_PAGE_001,control,2026-06-22 16:00:00,v1
U001184,EXP_FINISH_PAGE_001,control,2026-06-07 10:00:00,v1
U001185,EXP_FINISH_PAGE_001,control,2026-06-18 15:00:00,v1
U001186,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001187,EXP_FINISH_PAGE_001,control,2026-05-20 11:00:00,v1
U001188,EXP_FINISH_PAGE_001,control,2026-06-07 18:00:00,v1
U001189,EXP_FINISH_PAGE_001,treatment,2026-06-29 16:00:00,v1
U001190,EXP_FINISH_PAGE_001,control,2026-05-23 09:00:00,v1
U001191,EXP_FINISH_PAGE_001,control,2026-06-21 10:00:00,v1
U001192,EXP_FINISH_PAGE_001,treatment,2026-06-19 19:00:00,v1
U001193,EXP_FINISH_PAGE_001,control,2026-06-07 19:00:00,v1
U001194,EXP_FINISH_PAGE_001,control,2026-06-23 10:00:00,v1
U001195,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001196,EXP_FINISH_PAGE_001,treatment,2026-06-09 16:00:00,v1
U001197,EXP_FINISH_PAGE_001,treatment,2026-05-31 09:00:00,v1
U001198,EXP_FINISH_PAGE_001,control,2026-05-16 16:00:00,v1
U001199,EXP_FINISH_PAGE_001,treatment,2026-06-29 10:00:00,v1
U001200,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001201,EXP_FINISH_PAGE_001,control,2026-06-18 10:00:00,v1
U001202,EXP_FINISH_PAGE_001,treatment,2026-06-19 18:00:00,v1
U001203,EXP_FINISH_PAGE_001,control,2026-06-22 21:00:00,v1
U001204,EXP_FINISH_PAGE_001,control,2026-06-27 15:00:00,v1
U001205,EXP_FINISH_PAGE_001,treatment,2026-06-23 13:00:00,v1
U001206,EXP_FINISH_PAGE_001,treatment,2026-06-18 11:00:00,v1
U001207,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001208,EXP_FINISH_PAGE_001,control,2026-05-18 15:00:00,v1
U001209,EXP_FINISH_PAGE_001,treatment,2026-05-28 18:00:00,v1
U001210,EXP_FINISH_PAGE_001,treatment,2026-05-26 08:00:00,v1
U001211,EXP_FINISH_PAGE_001,control,2026-06-01 21:00:00,v1
U001212,EXP_FINISH_PAGE_001,control,2026-06-09 16:00:00,v1
U001213,EXP_FINISH_PAGE_001,treatment,2026-06-03 17:00:00,v1
U001214,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001215,EXP_FINISH_PAGE_001,control,2026-05-29 19:00:00,v1
U001216,EXP_FINISH_PAGE_001,control,2026-06-03 16:00:00,v1
U001217,EXP_FINISH_PAGE_001,control,2026-06-03 13:00:00,v1
U001218,EXP_FINISH_PAGE_001,treatment,2026-06-09 16:00:00,v1
U001219,EXP_FINISH_PAGE_001,control,2026-05-24 11:00:00,v1
U001220,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001221,EXP_FINISH_PAGE_001,control,2026-05-23 16:00:00,v1
U001222,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001223,EXP_FINISH_PAGE_001,treatment,2026-05-22 10:00:00,v1
U001224,EXP_FINISH_PAGE_001,treatment,2026-05-29 14:00:00,v1
U001225,EXP_FINISH_PAGE_001,control,2026-06-06 09:00:00,v1
U001226,EXP_FINISH_PAGE_001,treatment,2026-05-22 13:00:00,v1
U001227,EXP_FINISH_PAGE_001,treatment,2026-06-12 16:00:00,v1
U001228,EXP_FINISH_PAGE_001,control,2026-05-29 15:00:00,v1
U001229,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001230,EXP_FINISH_PAGE_001,control,2026-05-31 08:00:00,v1
U001231,EXP_FINISH_PAGE_001,treatment,2026-05-25 12:00:00,v1
U001232,EXP_FINISH_PAGE_001,control,2026-06-22 15:00:00,v1
U001233,EXP_FINISH_PAGE_001,treatment,2026-06-09 08:00:00,v1
U001234,EXP_FINISH_PAGE_001,treatment,2026-05-31 17:00:00,v1
U001235,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001236,EXP_FINISH_PAGE_001,control,2026-05-23 16:00:00,v1
U001237,EXP_FINISH_PAGE_001,control,2026-05-23 11:00:00,v1
U001238,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001239,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001240,EXP_FINISH_PAGE_001,treatment,2026-06-15 08:00:00,v1
U001241,EXP_FINISH_PAGE_001,treatment,2026-05-24 08:00:00,v1
U001242,EXP_FINISH_PAGE_001,control,2026-05-26 18:00:00,v1
U001243,EXP_FINISH_PAGE_001,control,2026-06-13 14:00:00,v1
U001244,EXP_FINISH_PAGE_001,control,2026-06-02 21:00:00,v1
U001245,EXP_FINISH_PAGE_001,treatment,2026-06-29 18:00:00,v1
U001246,EXP_FINISH_PAGE_001,control,2026-05-19 14:00:00,v1
U001247,EXP_FINISH_PAGE_001,treatment,2026-06-12 08:00:00,v1
U001248,EXP_FINISH_PAGE_001,control,2026-05-25 14:00:00,v1
U001249,EXP_FINISH_PAGE_001,control,2026-05-24 16:00:00,v1
U001250,EXP_FINISH_PAGE_001,treatment,2026-06-15 14:00:00,v1
U001251,EXP_FINISH_PAGE_001,treatment,2026-06-01 18:00:00,v1
U001252,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001253,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001254,EXP_FINISH_PAGE_001,control,2026-06-19 20:00:00,v1
U001255,EXP_FINISH_PAGE_001,control,2026-06-24 20:00:00,v1
U001256,EXP_FINISH_PAGE_001,control,2026-06-02 16:00:00,v1
U001257,EXP_FINISH_PAGE_001,treatment,2026-06-20 20:00:00,v1
U001258,EXP_FINISH_PAGE_001,treatment,2026-06-20 17:00:00,v1
U001259,EXP_FINISH_PAGE_001,control,2026-06-25 17:00:00,v1
U001260,EXP_FINISH_PAGE_001,treatment,2026-06-22 18:00:00,v1
U001261,EXP_FINISH_PAGE_001,treatment,2026-06-11 18:00:00,v1
U001262,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001263,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001264,EXP_FINISH_PAGE_001,control,2026-05-18 16:00:00,v1
U001265,EXP_FINISH_PAGE_001,treatment,2026-06-06 20:00:00,v1
U001266,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001267,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001268,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001269,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001270,EXP_FINISH_PAGE_001,control,2026-06-27 14:00:00,v1
U001271,EXP_FINISH_PAGE_001,control,2026-06-06 19:00:00,v1
U001272,EXP_FINISH_PAGE_001,control,2026-05-23 10:00:00,v1
U001273,EXP_FINISH_PAGE_001,control,2026-05-22 15:00:00,v1
U001274,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001275,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001276,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001277,EXP_FINISH_PAGE_001,treatment,2026-06-17 12:00:00,v1
U001278,EXP_FINISH_PAGE_001,treatment,2026-06-13 19:00:00,v1
U001279,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001280,EXP_FINISH_PAGE_001,treatment,2026-06-05 20:00:00,v1
U001281,EXP_FINISH_PAGE_001,treatment,2026-06-07 11:00:00,v1
U001282,EXP_FINISH_PAGE_001,treatment,2026-05-31 21:00:00,v1
U001283,EXP_FINISH_PAGE_001,control,2026-05-20 14:00:00,v1
U001284,EXP_FINISH_PAGE_001,treatment,2026-06-19 09:00:00,v1
U001285,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001286,EXP_FINISH_PAGE_001,treatment,2026-06-24 11:00:00,v1
U001287,EXP_FINISH_PAGE_001,treatment,2026-06-08 13:00:00,v1
U001288,EXP_FINISH_PAGE_001,treatment,2026-06-23 11:00:00,v1
U001289,EXP_FINISH_PAGE_001,control,2026-05-17 12:00:00,v1
U001290,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001291,EXP_FINISH_PAGE_001,control,2026-06-13 14:00:00,v1
U001292,EXP_FINISH_PAGE_001,treatment,2026-06-16 11:00:00,v1
U001293,EXP_FINISH_PAGE_001,control,2026-05-19 17:00:00,v1
U001294,EXP_FINISH_PAGE_001,control,2026-05-22 16:00:00,v1
U001295,EXP_FINISH_PAGE_001,treatment,2026-05-15 09:00:00,v1
U001296,EXP_FINISH_PAGE_001,treatment,2026-06-16 12:00:00,v1
U001297,EXP_FINISH_PAGE_001,control,2026-05-21 17:00:00,v1
U001298,EXP_FINISH_PAGE_001,treatment,2026-06-12 14:00:00,v1
U001299,EXP_FINISH_PAGE_001,treatment,2026-05-31 19:00:00,v1
U001300,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001301,EXP_FINISH_PAGE_001,treatment,2026-05-19 19:00:00,v1
U001302,EXP_FINISH_PAGE_001,treatment,2026-05-26 12:00:00,v1
U001303,EXP_FINISH_PAGE_001,control,2026-06-07 21:00:00,v1
U001304,EXP_FINISH_PAGE_001,control,2026-06-11 12:00:00,v1
U001305,EXP_FINISH_PAGE_001,control,2026-05-17 21:00:00,v1
U001306,EXP_FINISH_PAGE_001,control,2026-06-07 14:00:00,v1
U001307,EXP_FINISH_PAGE_001,treatment,2026-05-22 20:00:00,v1
U001308,EXP_FINISH_PAGE_001,treatment,2026-05-29 08:00:00,v1
U001309,EXP_FINISH_PAGE_001,treatment,2026-06-08 16:00:00,v1
U001310,EXP_FINISH_PAGE_001,control,2026-05-28 18:00:00,v1
U001311,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001312,EXP_FINISH_PAGE_001,control,2026-05-23 08:00:00,v1
U001313,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001314,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001315,EXP_FINISH_PAGE_001,treatment,2026-06-04 16:00:00,v1
U001316,EXP_FINISH_PAGE_001,control,2026-06-03 12:00:00,v1
U001317,EXP_FINISH_PAGE_001,control,2026-05-25 10:00:00,v1
U001318,EXP_FINISH_PAGE_001,treatment,2026-05-15 12:00:00,v1
U001319,EXP_FINISH_PAGE_001,treatment,2026-06-23 16:00:00,v1
U001320,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001321,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001322,EXP_FINISH_PAGE_001,control,2026-06-04 19:00:00,v1
U001323,EXP_FINISH_PAGE_001,treatment,2026-06-28 16:00:00,v1
U001324,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001325,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001326,EXP_FINISH_PAGE_001,control,2026-06-01 12:00:00,v1
U001327,EXP_FINISH_PAGE_001,treatment,2026-06-24 21:00:00,v1
U001328,EXP_FINISH_PAGE_001,treatment,2026-05-28 17:00:00,v1
U001329,EXP_FINISH_PAGE_001,control,2026-06-19 10:00:00,v1
U001330,EXP_FINISH_PAGE_001,treatment,2026-05-15 14:00:00,v1
U001331,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001332,EXP_FINISH_PAGE_001,treatment,2026-05-15 17:00:00,v1
U001333,EXP_FINISH_PAGE_001,control,2026-06-04 18:00:00,v1
U001334,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001335,EXP_FINISH_PAGE_001,treatment,2026-06-23 12:00:00,v1
U001336,EXP_FINISH_PAGE_001,control,2026-06-10 12:00:00,v1
U001337,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001338,EXP_FINISH_PAGE_001,treatment,2026-06-07 19:00:00,v1
U001339,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001340,EXP_FINISH_PAGE_001,control,2026-06-02 15:00:00,v1
U001341,EXP_FINISH_PAGE_001,control,2026-06-26 20:00:00,v1
U001342,EXP_FINISH_PAGE_001,control,2026-05-20 12:00:00,v1
U001343,EXP_FINISH_PAGE_001,treatment,2026-06-24 09:00:00,v1
U001344,EXP_FINISH_PAGE_001,treatment,2026-06-02 13:00:00,v1
U001345,EXP_FINISH_PAGE_001,treatment,2026-06-09 20:00:00,v1
U001346,EXP_FINISH_PAGE_001,treatment,2026-06-14 20:00:00,v1
U001347,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001348,EXP_FINISH_PAGE_001,treatment,2026-06-22 11:00:00,v1
U001349,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001350,EXP_FINISH_PAGE_001,treatment,2026-05-31 08:00:00,v1
U001351,EXP_FINISH_PAGE_001,treatment,2026-06-17 18:00:00,v1
U001352,EXP_FINISH_PAGE_001,treatment,2026-05-19 17:00:00,v1
U001353,EXP_FINISH_PAGE_001,treatment,2026-05-15 17:00:00,v1
U001354,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001355,EXP_FINISH_PAGE_001,treatment,2026-06-29 08:00:00,v1
U001356,EXP_FINISH_PAGE_001,control,2026-05-29 15:00:00,v1
U001357,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001358,EXP_FINISH_PAGE_001,control,2026-06-19 15:00:00,v1
U001359,EXP_FINISH_PAGE_001,control,2026-05-21 09:00:00,v1
U001360,EXP_FINISH_PAGE_001,control,2026-05-28 11:00:00,v1
U001361,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001362,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001363,EXP_FINISH_PAGE_001,control,2026-06-28 10:00:00,v1
U001364,EXP_FINISH_PAGE_001,treatment,2026-06-14 18:00:00,v1
U001365,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001366,EXP_FINISH_PAGE_001,control,2026-06-19 10:00:00,v1
U001367,EXP_FINISH_PAGE_001,treatment,2026-05-16 11:00:00,v1
U001368,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001369,EXP_FINISH_PAGE_001,treatment,2026-05-18 14:00:00,v1
U001370,EXP_FINISH_PAGE_001,treatment,2026-06-28 08:00:00,v1
U001371,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001372,EXP_FINISH_PAGE_001,control,2026-06-21 16:00:00,v1
U001373,EXP_FINISH_PAGE_001,control,2026-05-29 20:00:00,v1
U001374,EXP_FINISH_PAGE_001,treatment,2026-05-24 16:00:00,v1
U001375,EXP_FINISH_PAGE_001,control,2026-05-15 17:00:00,v1
U001376,EXP_FINISH_PAGE_001,control,2026-06-10 15:00:00,v1
U001377,EXP_FINISH_PAGE_001,control,2026-06-10 10:00:00,v1
U001378,EXP_FINISH_PAGE_001,control,2026-06-01 17:00:00,v1
U001379,EXP_FINISH_PAGE_001,treatment,2026-06-23 16:00:00,v1
U001380,EXP_FINISH_PAGE_001,treatment,2026-05-22 09:00:00,v1
U001381,EXP_FINISH_PAGE_001,control,2026-06-25 16:00:00,v1
U001382,EXP_FINISH_PAGE_001,treatment,2026-05-24 21:00:00,v1
U001383,EXP_FINISH_PAGE_001,control,2026-06-27 10:00:00,v1
U001384,EXP_FINISH_PAGE_001,treatment,2026-06-16 20:00:00,v1
U001385,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001386,EXP_FINISH_PAGE_001,control,2026-06-21 18:00:00,v1
U001387,EXP_FINISH_PAGE_001,control,2026-06-08 13:00:00,v1
U001388,EXP_FINISH_PAGE_001,control,2026-05-26 16:00:00,v1
U001389,EXP_FINISH_PAGE_001,treatment,2026-06-05 17:00:00,v1
U001390,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001391,EXP_FINISH_PAGE_001,control,2026-06-26 19:00:00,v1
U001392,EXP_FINISH_PAGE_001,treatment,2026-05-27 17:00:00,v1
U001393,EXP_FINISH_PAGE_001,control,2026-06-16 10:00:00,v1
U001394,EXP_FINISH_PAGE_001,treatment,2026-05-17 16:00:00,v1
U001395,EXP_FINISH_PAGE_001,control,2026-06-22 15:00:00,v1
U001396,EXP_FINISH_PAGE_001,control,2026-05-15 00:00:00,v1
U001397,EXP_FINISH_PAGE_001,control,2026-06-29 15:00:00,v1
U001398,EXP_FINISH_PAGE_001,treatment,2026-05-15 00:00:00,v1
U001399,EXP_FINISH_PAGE_001,treatment,2026-05-25 10:00:00,v1
